Gene,Non-unique Gene name,Annotation,Bvulgatus_003,Bvulgatus_002,Bvulgatus_001,Bvulgatus_007,Bvulgatus_005,Bvulgatus_004,Bvulgatus_008,Bvulgatus_006,Bvulgatus_009,Bvulgatus_010,Bvulgatus_011,Bvulgatus_012,Bvulgatus_013,Bvulgatus_015,Bvulgatus_014,Bvulgatus_016
group_2194,,hypothetical protein,,,IJAHANFD_03994,DILGGDIB_00224,,,,FDBKJOBC_01992,,,,OLJLFCEF_01108,,KHFKBGOE_03277,,
group_2086,,hypothetical protein,HEIJGMMO_03693,,IJAHANFD_04026,,,DLCGALLP_01932,BFLOPMGA_00323,FDBKJOBC_04281,,,,,,,,
group_2078,,hypothetical protein,,,,,,DLCGALLP_02537,,FDBKJOBC_02253,NKLAJGJN_01646,,KCGFLPLG_01636,,,KHFKBGOE_00873,,
group_2069,,hypothetical protein,,,,DILGGDIB_02999,PACOMJFE_00731,,,,,,,OLJLFCEF_00048,,KHFKBGOE_03595,MIHLPIAK_00599,
group_2053,,hypothetical protein,,,,,PACOMJFE_02970,,BFLOPMGA_03966,,,,,OLJLFCEF_02587,,,MIHLPIAK_03084,FIKBGKBO_01394
group_2049,,hypothetical protein,,,,,PACOMJFE_01942,DLCGALLP_03219,,,,FONGECLK_02928,,,,,MIHLPIAK_00951,FIKBGKBO_02359
group_2039,,hypothetical protein,,,IJAHANFD_03997,DILGGDIB_00221,,,,FDBKJOBC_01989,,,,OLJLFCEF_01105,,KHFKBGOE_03274,,
group_2029,,hypothetical protein,,,,,,DLCGALLP_02478,,FDBKJOBC_02228,NKLAJGJN_01621,,KCGFLPLG_01610,,,KHFKBGOE_00848,,
group_2006,,hypothetical protein,,,,,,DLCGALLP_02540,,FDBKJOBC_02256,NKLAJGJN_01649,,KCGFLPLG_01639,,,KHFKBGOE_00876,,
group_2005,,hypothetical protein,,,,,,DLCGALLP_02534,,FDBKJOBC_02250,NKLAJGJN_01643,,KCGFLPLG_01633,,,KHFKBGOE_00870,,
group_1992,,hypothetical protein,,,,,,DLCGALLP_02541,,FDBKJOBC_02257,NKLAJGJN_01650,,KCGFLPLG_01640,,,KHFKBGOE_00877,,
group_1990,,hypothetical protein,,,,,PACOMJFE_02973,,BFLOPMGA_03969,,,,,OLJLFCEF_02584,,,MIHLPIAK_03081,FIKBGKBO_01391
group_1954,,hypothetical protein,,,,,,DLCGALLP_02535,,FDBKJOBC_02251,NKLAJGJN_01644,,KCGFLPLG_01634,,,KHFKBGOE_00871,,
group_1941,,hypothetical protein,,,IJAHANFD_02951,DILGGDIB_00216,,,,FDBKJOBC_01984,,,,OLJLFCEF_01100,,KHFKBGOE_03269,,
group_1925,,hypothetical protein,,,,,PACOMJFE_03460,,BFLOPMGA_01930,,,,,,AABBIEKD_03215,,MIHLPIAK_03405,FIKBGKBO_03868
group_1863,,hypothetical protein,,,,,PACOMJFE_01946,DLCGALLP_03223,,,,FONGECLK_02932,,,,,MIHLPIAK_00947,FIKBGKBO_02355
group_1857,,hypothetical protein,,,,,PACOMJFE_03050,DLCGALLP_01110,BFLOPMGA_02320,,,,,,AABBIEKD_02597,,MIHLPIAK_03037,
group_1852,,hypothetical protein,,,,DILGGDIB_03000,PACOMJFE_00732,,,,,,,OLJLFCEF_00049,,KHFKBGOE_03596,MIHLPIAK_00598,
group_1851,,hypothetical protein,,,,,,DLCGALLP_03905,BFLOPMGA_00952,,NKLAJGJN_00874,FONGECLK_01246,KCGFLPLG_01004,,,,,
group_1762,,hypothetical protein,,GPOEIMLL_03563,,,PACOMJFE_03969,,,,,,,OLJLFCEF_03034,AABBIEKD_00297,,MIHLPIAK_03836,
group_1749,,hypothetical protein,,GPOEIMLL_01163,,,PACOMJFE_01031,,,,,,,OLJLFCEF_01325,AABBIEKD_00351,,MIHLPIAK_01226,
group_1739,,hypothetical protein,HEIJGMMO_01192,,IJAHANFD_01882,DILGGDIB_00508,,DLCGALLP_01447,,FDBKJOBC_01828,,,,,,,,
group_1724,,hypothetical protein,,GPOEIMLL_03559,,,PACOMJFE_04026,,,,,,,OLJLFCEF_03038,AABBIEKD_00301,,MIHLPIAK_03893,
group_1704,,hypothetical protein,HEIJGMMO_01194,,IJAHANFD_01884,DILGGDIB_00506,,DLCGALLP_01445,,FDBKJOBC_01830,,,,,,,,
group_1700,,hypothetical protein,,,IJAHANFD_02955,DILGGDIB_00212,,,,FDBKJOBC_01980,,,,OLJLFCEF_01096,,KHFKBGOE_03265,,
group_1650,,hypothetical protein,,,,,,DLCGALLP_02543,,FDBKJOBC_02259,NKLAJGJN_01652,,KCGFLPLG_01642,,,KHFKBGOE_00879,,
group_1596,,hypothetical protein,,,,,PACOMJFE_03416,,,,,FONGECLK_02941,,,12_refound_167_pseudo,,MIHLPIAK_03361,FIKBGKBO_01295
group_1520,,hypothetical protein,,,IJAHANFD_03192,,,,BFLOPMGA_02255,FDBKJOBC_02404,,,,OLJLFCEF_03227,,KHFKBGOE_03083,,
group_1515,,hypothetical protein,HEIJGMMO_01184,,IJAHANFD_01874,,,DLCGALLP_01455,BFLOPMGA_02064,FDBKJOBC_01820,,,,,,,,
group_1492,rfbG,CDP-glucose 46-dehydratase,,,,,,DLCGALLP_03909,BFLOPMGA_00948,,NKLAJGJN_00878,FONGECLK_01250,KCGFLPLG_01000,,,,,
rfbG,rfbG,CDP-glucose 46-dehydratase,HEIJGMMO_03267,,IJAHANFD_03311,,,,,FDBKJOBC_03908,,,,,,KHFKBGOE_04371,,FIKBGKBO_02010
group_1472,,hypothetical protein,,,,,PACOMJFE_01899,DLCGALLP_03175,,,,FONGECLK_02884,,,,,MIHLPIAK_00994,FIKBGKBO_02402
arnB_1,arnB_1,UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase,,,,,,DLCGALLP_03906,BFLOPMGA_00951,,NKLAJGJN_00875,FONGECLK_01247,KCGFLPLG_01003,,,,,
group_1423,,hypothetical protein,,,,,,DLCGALLP_02477,,FDBKJOBC_02227,NKLAJGJN_01620,,KCGFLPLG_01609,,,KHFKBGOE_00847,,
group_1406,xerC_13,Tyrosine recombinase XerC,,,,,,DLCGALLP_02474,,FDBKJOBC_02224,NKLAJGJN_01617,,KCGFLPLG_01606,,,KHFKBGOE_00844,,
group_1404,xerC_9,Tyrosine recombinase XerC,,,,,PACOMJFE_01895,DLCGALLP_03172,,,,FONGECLK_02881,,,,,MIHLPIAK_00998,FIKBGKBO_02405
group_1395,,hypothetical protein,,,,,PACOMJFE_01911,DLCGALLP_03188,,,,FONGECLK_02897,,,,,MIHLPIAK_00982,FIKBGKBO_02389
group_1379,,hypothetical protein,,,IJAHANFD_02964,DILGGDIB_00204,,,,FDBKJOBC_01972,,,,OLJLFCEF_01088,,KHFKBGOE_03257,,
group_1374,,hypothetical protein,,,IJAHANFD_03981,DILGGDIB_00236,,,,FDBKJOBC_02004,,,,OLJLFCEF_01121,,KHFKBGOE_03290,,
group_1367,,hypothetical protein,,,,,PACOMJFE_01916,DLCGALLP_03193,,,,FONGECLK_02902,,,,,MIHLPIAK_00977,FIKBGKBO_02384
group_1363,,hypothetical protein,HEIJGMMO_00882,GPOEIMLL_02093,IJAHANFD_01717,,,,,FDBKJOBC_01452,,,,OLJLFCEF_04093,,,,
group_1357,,hypothetical protein,,,,,,DLCGALLP_02526,,FDBKJOBC_02242,NKLAJGJN_01635,,KCGFLPLG_01624,,,KHFKBGOE_00862,,
group_1341,,hypothetical protein,,,,DILGGDIB_03017,PACOMJFE_00744,,,,,,,OLJLFCEF_00064,,KHFKBGOE_03614,MIHLPIAK_00586,
group_1337,radD,Putative DNA repair helicase RadD,,,,,PACOMJFE_03456,,BFLOPMGA_01926,,,,,,AABBIEKD_03211,,MIHLPIAK_03401,FIKBGKBO_03872
group_1320,gtfA_4,UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase GtfA subunit,,,,,PACOMJFE_00647,,,,NKLAJGJN_01241,,KCGFLPLG_01084,,,,MIHLPIAK_00682,FIKBGKBO_01803
group_1318,,hypothetical protein,,,,DILGGDIB_03692,PACOMJFE_03609,,,,,FONGECLK_02584,,,AABBIEKD_03556,,MIHLPIAK_03505,
group_1295,,hypothetical protein,,,,,,DLCGALLP_03913,BFLOPMGA_00944,,NKLAJGJN_00882,FONGECLK_01254,KCGFLPLG_00996,,,,,
group_1292,,hypothetical protein,,,,,PACOMJFE_01128,,BFLOPMGA_03673,,,,,,AABBIEKD_02479,,MIHLPIAK_01323,FIKBGKBO_01274
group_1283,,hypothetical protein,,,,,,DLCGALLP_02542,,FDBKJOBC_02258,NKLAJGJN_01651,,KCGFLPLG_01641,,,KHFKBGOE_00878,,
group_1215,,hypothetical protein,,,,,,DLCGALLP_03902,BFLOPMGA_00957,,NKLAJGJN_00868,FONGECLK_01241,KCGFLPLG_01010,,,,,
group_1203,,hypothetical protein,,,,,PACOMJFE_00645,,,,NKLAJGJN_01243,,KCGFLPLG_01086,,,,MIHLPIAK_00684,FIKBGKBO_01801
group_1187,,hypothetical protein,,,IJAHANFD_03177,,,,BFLOPMGA_02270,FDBKJOBC_02389,,,,OLJLFCEF_03243,,KHFKBGOE_03098,,
group_1149,mshA_2,D-inositol-3-phosphate glycosyltransferase,,,,,PACOMJFE_00644,,,,NKLAJGJN_01244,,KCGFLPLG_01087,,,,MIHLPIAK_00685,FIKBGKBO_01800
group_1139,agaA_2,Alpha-galactosidase A,,,,DILGGDIB_01039,PACOMJFE_01773,,,,,FONGECLK_01769,,OLJLFCEF_00511,,,MIHLPIAK_02066,
arnB_2,arnB_2,UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase,,,,,,DLCGALLP_03910,BFLOPMGA_00947,,NKLAJGJN_00879,FONGECLK_01251,KCGFLPLG_00999,,,,,
group_1035,,hypothetical protein,,,IJAHANFD_02952,DILGGDIB_00215,,,,FDBKJOBC_01983,,,,OLJLFCEF_01099,,KHFKBGOE_03268,,
group_962,,hypothetical protein,,,,DILGGDIB_01040,PACOMJFE_01774,,,,,FONGECLK_01768,,OLJLFCEF_00512,,,MIHLPIAK_02067,
mepA_3,mepA_3,Multidrug export protein MepA,,,,,,DLCGALLP_02639,,FDBKJOBC_02318,NKLAJGJN_01757,,KCGFLPLG_01747,,,KHFKBGOE_00983,,
group_948,,hypothetical protein,,,,,PACOMJFE_01936,DLCGALLP_03213,,,,FONGECLK_02922,,,,,MIHLPIAK_00957,FIKBGKBO_02365
group_935,,hypothetical protein,,,,,PACOMJFE_00643,,,,NKLAJGJN_01245,,KCGFLPLG_01088,,,,MIHLPIAK_00686,FIKBGKBO_01799
rfbX,rfbX,Putative O-antigen transporter,HEIJGMMO_03263,,IJAHANFD_03315,,,,,FDBKJOBC_03904,,,,,,KHFKBGOE_04275,,FIKBGKBO_02006
group_890,,Ulvan-active sulfatase,,,,,,,,,NKLAJGJN_00793,FONGECLK_01402,KCGFLPLG_00770,,AABBIEKD_01733,KHFKBGOE_01413,,
group_877,,hypothetical protein,,,,,PACOMJFE_02514,DLCGALLP_03319,,,,FONGECLK_01876,,,,,MIHLPIAK_02598,FIKBGKBO_03058
group_857,,hypothetical protein,,,,,PACOMJFE_02513,DLCGALLP_03318,,,,FONGECLK_01875,,,,,MIHLPIAK_02597,FIKBGKBO_03059
group_776,,hypothetical protein,,,,,,DLCGALLP_03911,BFLOPMGA_00946,,NKLAJGJN_00880,FONGECLK_01252,KCGFLPLG_00998,,,,,
group_754,,hypothetical protein,,,,,,DLCGALLP_00041,,,NKLAJGJN_00825,,KCGFLPLG_00738,,AABBIEKD_01700,KHFKBGOE_01383,,
group_744,,hypothetical protein,,,,,PACOMJFE_02524,DLCGALLP_03329,,,,FONGECLK_01886,,,,,MIHLPIAK_02608,FIKBGKBO_03047
group_741,,hypothetical protein,HEIJGMMO_01195,,IJAHANFD_01885,DILGGDIB_00505,,DLCGALLP_01444,,FDBKJOBC_01831,,,,,,,,
mhpE,mhpE,4-hydroxy-2-oxovalerate aldolase,,,,,,DLCGALLP_03915,BFLOPMGA_00942,,NKLAJGJN_00884,FONGECLK_01256,KCGFLPLG_00994,,,,,
group_705,,SusD-like protein P38,HEIJGMMO_03607,,IJAHANFD_02440,DILGGDIB_03851,,DLCGALLP_01172,,FDBKJOBC_04213,,,,,,,,
group_674,,hypothetical protein,,,IJAHANFD_03176,,,,BFLOPMGA_02271,FDBKJOBC_02388,,,,OLJLFCEF_03244,,KHFKBGOE_03099,,
group_660,,hypothetical protein,,,,,,DLCGALLP_03912,BFLOPMGA_00945,,NKLAJGJN_00881,FONGECLK_01253,KCGFLPLG_00997,,,,,
speH,speH,S-adenosylmethionine decarboxylase proenzyme,,,,,,DLCGALLP_02538,,FDBKJOBC_02254,NKLAJGJN_01647,,KCGFLPLG_01637,,,KHFKBGOE_00874,,
group_633,,SusD-like protein P38,,,,DILGGDIB_01038,PACOMJFE_01772,,,,,FONGECLK_01770,,OLJLFCEF_00510,,,MIHLPIAK_02065,
group_627,,hypothetical protein,HEIJGMMO_02091,,IJAHANFD_00817,,,,,FDBKJOBC_00463,NKLAJGJN_02803,,KCGFLPLG_02813,,,,,
group_572,,hypothetical protein,,,IJAHANFD_03164,,,,BFLOPMGA_02283,FDBKJOBC_02376,,,,OLJLFCEF_03258,,KHFKBGOE_03111,,
group_564,,hypothetical protein,,,IJAHANFD_03189,,,,BFLOPMGA_02258,FDBKJOBC_02401,,,,OLJLFCEF_03231,,KHFKBGOE_03086,,
group_547,,hypothetical protein,,,,,,,,,NKLAJGJN_00794,FONGECLK_01401,KCGFLPLG_00769,,AABBIEKD_01732,KHFKBGOE_01412,,
group_483,,hypothetical protein,HEIJGMMO_03460,,IJAHANFD_03793,,,DLCGALLP_02704,BFLOPMGA_03311,FDBKJOBC_04021,,,,,,,,
group_459,,hypothetical protein,HEIJGMMO_00245,,IJAHANFD_00653,DILGGDIB_00938,,,BFLOPMGA_03666,FDBKJOBC_00078,,,,,,,,
group_442,,hypothetical protein,HEIJGMMO_03609,,IJAHANFD_02438,DILGGDIB_03848,,DLCGALLP_01174,,FDBKJOBC_04215,,,,,,,,
group_359,,hypothetical protein,,,,,,DLCGALLP_02533,,FDBKJOBC_02249,NKLAJGJN_01642,,KCGFLPLG_01632,,,KHFKBGOE_00869,,
group_358,,hypothetical protein,,,,,PACOMJFE_01923,DLCGALLP_03200,,,,FONGECLK_02909,,,,,MIHLPIAK_00970,FIKBGKBO_02378
group_294,,hypothetical protein,HEIJGMMO_02712,,IJAHANFD_03223,,,,BFLOPMGA_02207,FDBKJOBC_02435,,,,,,KHFKBGOE_03044,,
group_275,,hypothetical protein,HEIJGMMO_02756,,IJAHANFD_03238,,,DLCGALLP_00361,BFLOPMGA_01609,FDBKJOBC_03527,,,,,,,,
group_231,,hypothetical protein,,GPOEIMLL_03556,,,PACOMJFE_04029,,,,,,,OLJLFCEF_03041,AABBIEKD_00304,,MIHLPIAK_03896,
group_225,,hypothetical protein,,,,,PACOMJFE_01907,DLCGALLP_03183,,,,FONGECLK_02892,,,,,MIHLPIAK_00986,FIKBGKBO_02394
group_223,,hypothetical protein,,,IJAHANFD_02958,DILGGDIB_00209,,,,FDBKJOBC_01977,,,,OLJLFCEF_01093,,KHFKBGOE_03262,,
group_217,,hypothetical protein,,,,,,DLCGALLP_02485,,FDBKJOBC_02235,NKLAJGJN_01628,,KCGFLPLG_01617,,,KHFKBGOE_00855,,
group_186,,hypothetical protein,,,,,PACOMJFE_01905,DLCGALLP_03181,,,,FONGECLK_02890,,,,,MIHLPIAK_00988,FIKBGKBO_02396
group_177,,hypothetical protein,,,,,,DLCGALLP_02483,,FDBKJOBC_02233,NKLAJGJN_01626,,KCGFLPLG_01615,,,KHFKBGOE_00853,,
group_153,,hypothetical protein,HEIJGMMO_03459,,IJAHANFD_03792,,,DLCGALLP_02703,BFLOPMGA_03310,FDBKJOBC_04022,,,,,,,,
group_111,,TonB-dependent receptor P26,HEIJGMMO_00244,,IJAHANFD_00654,DILGGDIB_00937,,,BFLOPMGA_03665,FDBKJOBC_00077,,,,,,,,
group_95,,hypothetical protein,,GPOEIMLL_03463,IJAHANFD_00150,,PACOMJFE_04039,,,FDBKJOBC_01326,,,,,,,MIHLPIAK_03906,
group_61,,TonB-dependent receptor P3,,,,,,,,,NKLAJGJN_00795,FONGECLK_01400,KCGFLPLG_00768,,AABBIEKD_01731,KHFKBGOE_01411,,
group_50,,hypothetical protein,,GPOEIMLL_00122,,,PACOMJFE_00828,,,,,,,OLJLFCEF_01790,,,MIHLPIAK_00881,FIKBGKBO_00609
group_6775,,hypothetical protein,,,,DILGGDIB_00471,,,,,NKLAJGJN_04164,,,,AABBIEKD_03595,,,FIKBGKBO_03623
group_6585,,hypothetical protein,,,,,,DLCGALLP_03942,,,NKLAJGJN_04113,,KCGFLPLG_03242,,AABBIEKD_04221,,,
group_6584,,hypothetical protein,,,,,,DLCGALLP_03943,,,NKLAJGJN_04112,,KCGFLPLG_03241,,AABBIEKD_04220,,,
group_6583,,hypothetical protein,,,,,,DLCGALLP_03941,,,NKLAJGJN_04114,,KCGFLPLG_03243,,AABBIEKD_04222,,,
group_6527,,hypothetical protein,,,,DILGGDIB_03616,PACOMJFE_03649,,,,,,,,,,MIHLPIAK_03925,FIKBGKBO_03948
group_6526,,hypothetical protein,,,,DILGGDIB_03599,PACOMJFE_03664,,,,,,,,,,MIHLPIAK_03910,FIKBGKBO_03936
group_6525,,hypothetical protein,,,,DILGGDIB_03617,PACOMJFE_03648,,,,,,,,,,MIHLPIAK_03926,FIKBGKBO_03949
group_6524,,hypothetical protein,,,,DILGGDIB_03627,PACOMJFE_03639,,,,,,,,,,MIHLPIAK_03934,FIKBGKBO_03957
group_6523,,hypothetical protein,,,,DILGGDIB_03609,PACOMJFE_03656,,,,,,,,,,MIHLPIAK_03918,FIKBGKBO_03942
group_6522,,hypothetical protein,,,,DILGGDIB_03623,PACOMJFE_03643,,,,,,,,,,MIHLPIAK_03930,FIKBGKBO_03953
bioF_3,bioF_3;,8-amino-7-oxononanoate synthase;Putative pyridoxal phosphate-dependent acyltransferase,,,,DILGGDIB_03622,PACOMJFE_03644,,,,,,,,,,MIHLPIAK_03929,FIKBGKBO_03952
group_6520,,hypothetical protein,,,,DILGGDIB_03626,PACOMJFE_03640,,,,,,,,,,MIHLPIAK_03933,FIKBGKBO_03956
hup_5~~~hup_4,hup_5;hup_4,DNA-binding protein HU,,,,DILGGDIB_03612,PACOMJFE_03653,,,,,,,,,,MIHLPIAK_03921,FIKBGKBO_03945
group_6519,,hypothetical protein,,,,DILGGDIB_03606,PACOMJFE_03659,,,,,,,,,,MIHLPIAK_03915,FIKBGKBO_03939
group_6518,,hypothetical protein,,,,DILGGDIB_03624,PACOMJFE_03642,,,,,,,,,,MIHLPIAK_03931,FIKBGKBO_03954
group_6516,,hypothetical protein,,,,DILGGDIB_03611,PACOMJFE_03654,,,,,,,,,,MIHLPIAK_03920,FIKBGKBO_03944
group_6515,,hypothetical protein,,,,DILGGDIB_03607,PACOMJFE_03658,,,,,,,,,,MIHLPIAK_03916,FIKBGKBO_03940
group_6503,,hypothetical protein,,,,DILGGDIB_03614,PACOMJFE_03651,,,,,,,,,,MIHLPIAK_03923,FIKBGKBO_03947
group_6502,,hypothetical protein,,,,DILGGDIB_03604,PACOMJFE_03661,,,,,,,,,,MIHLPIAK_03913,FIKBGKBO_03937
group_6500,,hypothetical protein,,,,DILGGDIB_03610,PACOMJFE_03655,,,,,,,,,,MIHLPIAK_03919,FIKBGKBO_03943
group_6499,,hypothetical protein,,,,DILGGDIB_03608,PACOMJFE_03657,,,,,,,,,,MIHLPIAK_03917,FIKBGKBO_03941
group_6496,,hypothetical protein,,,,DILGGDIB_03625,PACOMJFE_03641,,,,,,,,,,MIHLPIAK_03932,FIKBGKBO_03955
group_6493,,hypothetical protein,,,,DILGGDIB_03613,PACOMJFE_03652,,,,,,,,,,MIHLPIAK_03922,FIKBGKBO_03946
group_6492,,hypothetical protein,,,,DILGGDIB_03605,PACOMJFE_03660,,,,,,,,,,MIHLPIAK_03914,FIKBGKBO_03938
group_6489,,hypothetical protein,,,,DILGGDIB_03587,PACOMJFE_03626,,,,,,,,,,MIHLPIAK_04152,FIKBGKBO_04018
group_6488,,hypothetical protein,,,,DILGGDIB_03586,PACOMJFE_03627,,,,,,,,,,MIHLPIAK_04151,FIKBGKBO_04017
traC,traC,DNA primase TraC,,,,DILGGDIB_03584,PACOMJFE_03629,,,,,,,,,,MIHLPIAK_04149,FIKBGKBO_04014
group_6486,,hypothetical protein,,,,DILGGDIB_03594,PACOMJFE_03619,,,,,,,,,,MIHLPIAK_04159,FIKBGKBO_04026
group_6485,,hypothetical protein,,,,DILGGDIB_03592,PACOMJFE_03621,,,,,,,,,,MIHLPIAK_04157,FIKBGKBO_04024
group_6484,,hypothetical protein,,,,DILGGDIB_03593,PACOMJFE_03620,,,,,,,,,,MIHLPIAK_04158,FIKBGKBO_04025
group_6483,,hypothetical protein,,,,DILGGDIB_03589,PACOMJFE_03624,,,,,,,,,,MIHLPIAK_04154,FIKBGKBO_04021
group_6482,,hypothetical protein,,,,DILGGDIB_03596,PACOMJFE_03615,,,,,,,,,,MIHLPIAK_04163,FIKBGKBO_04030
group_6481,,hypothetical protein,,,,DILGGDIB_03591,PACOMJFE_03622,,,,,,,,,,MIHLPIAK_04156,FIKBGKBO_04023
group_6479,,hypothetical protein,,,,DILGGDIB_03588,PACOMJFE_03625,,,,,,,,,,MIHLPIAK_04153,FIKBGKBO_04020
pal_2,pal_2,Peptidoglycan-associated lipoprotein,,,,DILGGDIB_03598,PACOMJFE_03613,,,,,,,,,,MIHLPIAK_04165,FIKBGKBO_04032
group_6477,,hypothetical protein,,,,DILGGDIB_03595,PACOMJFE_03618,,,,,,,,,,MIHLPIAK_04160,FIKBGKBO_04027
group_6475,,hypothetical protein,,,,DILGGDIB_03590,PACOMJFE_03623,,,,,,,,,,MIHLPIAK_04155,FIKBGKBO_04022
group_6474,,hypothetical protein,,,,DILGGDIB_03597,PACOMJFE_03614,,,,,,,,,,MIHLPIAK_04164,FIKBGKBO_04031
hin,hin,DNA-invertase hin,,,,DILGGDIB_03585,PACOMJFE_03628,,,,,,,,,,MIHLPIAK_04150,FIKBGKBO_04016
group_6404,,hypothetical protein,HEIJGMMO_03551,,IJAHANFD_03932,,,,BFLOPMGA_04216,FDBKJOBC_04190,,,,,,,,
group_6403,,hypothetical protein,HEIJGMMO_03560,,IJAHANFD_03923,,,,BFLOPMGA_04225,FDBKJOBC_04199,,,,,,,,
group_6402,,hypothetical protein,HEIJGMMO_03553,,IJAHANFD_03930,,,,BFLOPMGA_04218,FDBKJOBC_04192,,,,,,,,
group_6401,,hypothetical protein,HEIJGMMO_03561,,IJAHANFD_03922,,,,BFLOPMGA_04226,FDBKJOBC_04200,,,,,,,,
group_6400,,hypothetical protein,HEIJGMMO_03559,,IJAHANFD_03924,,,,BFLOPMGA_04224,FDBKJOBC_04198,,,,,,,,
group_6399,,hypothetical protein,HEIJGMMO_03557,,IJAHANFD_03926,,,,BFLOPMGA_04222,FDBKJOBC_04196,,,,,,,,
group_6398,,hypothetical protein,HEIJGMMO_03552,,IJAHANFD_03931,,,,BFLOPMGA_04217,FDBKJOBC_04191,,,,,,,,
group_6397,,hypothetical protein,HEIJGMMO_03549,,IJAHANFD_03934,,,,BFLOPMGA_04214,FDBKJOBC_04188,,,,,,,,
group_6396,,hypothetical protein,HEIJGMMO_03556,,IJAHANFD_03927,,,,BFLOPMGA_04221,FDBKJOBC_04195,,,,,,,,
group_6395,,hypothetical protein,HEIJGMMO_03554,,IJAHANFD_03929,,,,BFLOPMGA_04219,FDBKJOBC_04193,,,,,,,,
group_6394,,hypothetical protein,HEIJGMMO_03558,,IJAHANFD_03925,,,,BFLOPMGA_04223,FDBKJOBC_04197,,,,,,,,
group_6393,,hypothetical protein,HEIJGMMO_03550,,IJAHANFD_03933,,,,BFLOPMGA_04215,FDBKJOBC_04189,,,,,,,,
group_6392,,hypothetical protein,HEIJGMMO_03555,,IJAHANFD_03928,,,,BFLOPMGA_04220,FDBKJOBC_04194,,,,,,,,
group_6380,,hypothetical protein,,GPOEIMLL_01421,,,,,6_refound_89_pseudo,,NKLAJGJN_00717,,KCGFLPLG_00846,,,,,
group_6371,,hypothetical protein,,GPOEIMLL_01419,,,,,BFLOPMGA_04398,,NKLAJGJN_00716,,KCGFLPLG_00847,,,,,
group_6370,,hypothetical protein,,GPOEIMLL_01418,,,,,BFLOPMGA_04397,,NKLAJGJN_00715,,KCGFLPLG_00848,,,,,
group_6350,,hypothetical protein,,GPOEIMLL_01417,,,,,BFLOPMGA_04396,,NKLAJGJN_00714,,KCGFLPLG_00849,,,,,
group_6338,,hypothetical protein,,,,,,,BFLOPMGA_04048,,,FONGECLK_02973,,,AABBIEKD_03895,KHFKBGOE_04099,,
group_6322,,hypothetical protein,,GPOEIMLL_02887,,,,DLCGALLP_03472,,,,,,OLJLFCEF_02512,AABBIEKD_03020,,,
group_6319,,hypothetical protein,,,IJAHANFD_01550,,PACOMJFE_04081,,,FDBKJOBC_03174,,,,,,,MIHLPIAK_03981,
group_6317,,hypothetical protein,HEIJGMMO_03203,,IJAHANFD_00178,,,,,FDBKJOBC_00950,,FONGECLK_03256,,,,,,
group_6315,,hypothetical protein,,,IJAHANFD_01551,,PACOMJFE_04082,,,FDBKJOBC_03175,,,,,,,MIHLPIAK_03982,
group_6304,,hypothetical protein,,,IJAHANFD_01552,,PACOMJFE_04084,,,FDBKJOBC_03176,,,,,,,MIHLPIAK_03984,
group_6280,,hypothetical protein,,,IJAHANFD_01553,,PACOMJFE_04085,,,FDBKJOBC_03177,,,,,,,MIHLPIAK_03985,
group_6278,,hypothetical protein,,GPOEIMLL_03630,,,,,,,NKLAJGJN_03754,,KCGFLPLG_03790,,,,,FIKBGKBO_03688
group_6277,,hypothetical protein,,,,,PACOMJFE_02555,DLCGALLP_03355,,,,FONGECLK_01912,,,,,MIHLPIAK_02639,
group_6276,,hypothetical protein,,,,,,,,FDBKJOBC_03470,,,,,AABBIEKD_01842,KHFKBGOE_00314,,FIKBGKBO_01386
xerC_7~~~xerC_14~~~xerC_6,xerC_7;xerC_14;xerC_6,Tyrosine recombinase XerC,,,,,PACOMJFE_01118,,,,,FONGECLK_03044,,,,,MIHLPIAK_01313,FIKBGKBO_01288
group_6266,,hypothetical protein,,,,DILGGDIB_01989,,DLCGALLP_00680,,,,FONGECLK_02083,,,AABBIEKD_00628,,,
group_6265,,hypothetical protein,,,,,PACOMJFE_01639,,BFLOPMGA_02735,,,,,,,KHFKBGOE_03765,MIHLPIAK_01835,
group_6263,,hypothetical protein,,GPOEIMLL_01415,,,,,BFLOPMGA_04393,,NKLAJGJN_00711,,KCGFLPLG_00852,,,,,
group_6257,,hypothetical protein,,,,DILGGDIB_01330;DILGGDIB_01331,PACOMJFE_02827,,,,,,,,AABBIEKD_01089,,MIHLPIAK_02822,
hisC_2~~~hisC_1,hisC_2;hisC_1,Histidinol-phosphate aminotransferase,,GPOEIMLL_00014,,,PACOMJFE_00934,,,,,,,OLJLFCEF_03726,,,MIHLPIAK_00776,
group_6228,,hypothetical protein,,,IJAHANFD_01569,,PACOMJFE_04102,,,FDBKJOBC_03445,,,,,,,MIHLPIAK_04002,
group_6225,,hypothetical protein,,,,DILGGDIB_01241,PACOMJFE_02740,,,,,,,,AABBIEKD_01177,,MIHLPIAK_02909,
group_6220,,hypothetical protein,,,IJAHANFD_01568,,PACOMJFE_04101,,,FDBKJOBC_03446,,,,,,,MIHLPIAK_04001,
